id_devolucion,id_venta,motivo,fecha_devolucion
10049,183662,Cliente no satisfecho,08/10/2023
10050,107875,Defecto,2023-01-08
10051,281276,Cliente no satisfecho,N/A
10052,289768,N/A,N/A
10053,216449,Defecto,N/A
10054,52947,Cambio de talla,01-31-2023
10055,288950,Cliente no satisfecho,22/04/2023
10056,91757,N/A,N/A
10057,225521,Defecto,10/02/2023
10058,69593,Cliente no satisfecho,15/05/2024
10059,286521,N/A,N/A
10060,313170,Cambio de talla,N/A
10061,879,Cambio de talla,2024-09-17
10062,298049,Defecto,2023-01-08
10063,170349,Defecto,2024/02/18 13:54:41
10064,324948,Defecto,23/11/2023
10065,222940,Cliente no satisfecho,2023-02-03
10066,338209,Cliente no satisfecho,2023-06-11
10067,32729,N/A,06/07/2023
10068,132856,Cambio de talla,2023-10-08
10069,66656,Cambio de talla,2023/11/25 05:09:47
10070,113522,Cambio de talla,2023/07/12 04:29:25
10071,242875,N/A,2023/06/01 19:04:21
10072,33619,Error despacho,04/03/2023
10073,88968,N/A,2023/10/22 00:25:01
10074,219327,Error despacho,2023/06/18 20:44:53
10075,32456,Defecto,2024-06-13
10076,287363,Defecto,17/07/2024
10077,240800,Defecto,2023/06/12 20:57:09
10078,287035,N/A,05-01-2023
10079,307464,N/A,2024-01-13
10080,234295,Cambio de talla,05-07-2023
10081,116826,Defecto,01-01-2023
10082,106855,Error despacho,N/A
10083,195221,Cambio de talla,10-15-2023
10084,240626,Cambio de talla,2024/01/19 08:04:09
10085,200489,Error despacho,09-25-2023
10086,86620,N/A,2023-09-22
10087,286421,Cambio de talla,N/A
10088,113214,Defecto,N/A
10089,333906,Cambio de talla,10-04-2023
10090,209240,Cliente no satisfecho,16/01/2023
10091,234361,N/A,N/A
10092,174581,Cambio de talla,N/A
10093,120438,N/A,2023-04-18
10094,73958,N/A,11/03/2023
10095,290256,Cliente no satisfecho,2024/02/26 11:36:44
10096,230288,Error despacho,2023-10-13
10097,208880,Cliente no satisfecho,2024/02/04 10:09:32
10098,80210,N/A,2023/12/27 21:51:12
10099,200682,N/A,2023/07/12 08:31:44
10100,280528,N/A,2023/09/29 10:28:01
10101,188318,Cliente no satisfecho,05-18-2023
10102,268301,N/A,2023-09-20
10103,55145,N/A,2023/10/30 11:51:54
10104,304712,Error despacho,25/08/2023
10105,217637,Error despacho,2023-09-16
10106,23149,Defecto,2024/06/26 22:30:41
10107,297165,Cambio de talla,N/A
10108,152690,Cliente no satisfecho,06-04-2024
10109,169826,N/A,06-04-2024
10110,334386,Error despacho,30/06/2024
10111,278836,,2023-04-04
10112,163682,Defecto,07/10/2023
10113,305166,Defecto,N/A
10114,301056,Cliente no satisfecho,2023/05/30 23:20:45
10115,168684,Error despacho,01-21-2023
10116,116044,Cambio de talla,2024-04-27
10117,182203,Cambio de talla,2024/07/12 02:00:25
10118,66682,Cambio de talla,2023/06/17 23:38:53
10119,219472,Error despacho,2023/09/04 21:19:39
10120,188875,Cliente no satisfecho,08-07-2024
10121,140797,,2024-07-08
10122,301203,N/A,2023/09/18 07:27:28
10123,229853,Defecto,06-23-2023
10124,31090,Cambio de talla,N/A
10125,308561,Defecto,2024/09/16 15:06:16
10126,101677,N/A,13/02/2024
10127,74687,Error despacho,2023-12-08
10128,93637,Cliente no satisfecho,2024/09/12 05:52:53
10129,290145,Error despacho,2024-08-03
10130,224601,Cliente no satisfecho,2023/06/08 08:59:37
10131,303764,Cliente no satisfecho,N/A
10132,99731,Error despacho,03-23-2024
10133,249759,Error despacho,25/05/2023
10134,55818,N/A,04-17-2024
10135,235646,Cambio de talla,28/04/2024
10136,69743,Cambio de talla,07-31-2024
10137,299420,Error despacho,04-09-2023
10138,255859,Cliente no satisfecho,N/A
10139,44928,Defecto,05-27-2024
10140,85236,N/A,2024/07/31 06:48:11
10141,241599,Cliente no satisfecho,08/04/2024
10142,201570,Cliente no satisfecho,N/A
10143,216055,Defecto,N/A
10144,299317,Cambio de talla,09/09/2023
10145,18108,Error despacho,2023-12-20
10146,331341,Cambio de talla,08/04/2024
10147,214899,Cliente no satisfecho,09-25-2023
10148,225047,N/A,10-01-2023
10149,278511,Cliente no satisfecho,2024/08/21 15:42:17
10150,95537,Defecto,03-17-2023
10151,145820,N/A,N/A
10152,227461,Defecto,2023-11-05
10153,178056,Defecto,2024/04/13 11:57:39
10154,335643,N/A,08/07/2023
10155,135862,Cliente no satisfecho,N/A
10156,172421,Cliente no satisfecho,09-06-2023
10157,34241,N/A,2024/05/26 10:37:45
10158,256456,Error despacho,2023/07/31 18:23:35
10159,133197,Cliente no satisfecho,2024-02-18
10160,100281,N/A,N/A
10161,2637,Cliente no satisfecho,05-07-2023
10162,311227,Cambio de talla,05-28-2023
10163,33771,Defecto,06-11-2023
10164,14776,Cliente no satisfecho,2023/04/13 02:09:13
10165,25054,Error despacho,2023/03/29 01:45:59
10166,320664,N/A,24/08/2024
10167,258808,,2023-01-24
10168,35391,Defecto,2023-11-25
10169,322543,Error despacho,22/09/2024
10170,11239,N/A,07-11-2023
10171,268729,Defecto,2023-11-30
10172,271991,Error despacho,08/02/2023
10173,121485,Cliente no satisfecho,07/02/2024
10174,334566,Defecto,N/A
10175,60724,Cambio de talla,2023-10-17
10176,64142,N/A,08-05-2023
10177,259182,N/A,N/A
10178,129375,Error despacho,25/07/2024
10179,75772,Error despacho,23/07/2024
10180,213061,Defecto,29/12/2023
10181,11044,N/A,N/A
10182,153348,Cliente no satisfecho,2023-07-26
10183,161195,Cambio de talla,2023/01/07 06:56:55
10184,93748,,N/A
10185,19369,Cambio de talla,N/A
10186,138458,Error despacho,05-24-2023
10187,155201,N/A,02-19-2024
10188,41178,Cambio de talla,N/A
10189,134457,Defecto,2024/07/15 11:01:19
10190,19786,Error despacho,04-03-2024
10191,44088,N/A,01-28-2024
10192,89612,Cambio de talla,N/A
10193,205924,N/A,2023/07/27 22:32:41
10194,221859,N/A,N/A
10195,72108,Cliente no satisfecho,05-08-2023
10196,106628,N/A,2023/01/31 08:22:01
10197,145081,N/A,2024/08/05 19:01:38
10198,57113,Cambio de talla,19/09/2023
10199,168689,Cliente no satisfecho,29/01/2023
10200,336410,Cambio de talla,11-18-2023
10201,216803,Cliente no satisfecho,22/08/2023
10202,184920,N/A,23/06/2024
10203,7093,N/A,N/A
10204,105904,Defecto,N/A
10205,14928,Defecto,09-28-2024
10206,174254,Cliente no satisfecho,N/A
10207,16164,Error despacho,2023-08-31
10208,74776,Defecto,N/A
10209,203939,Defecto,05-13-2024
10210,322039,Cliente no satisfecho,2024-04-08
10211,223709,N/A,06-02-2023
10212,5200,N/A,N/A
10213,108727,Error despacho,13/10/2023
10214,2886,Error despacho,25/04/2024
10215,65637,Defecto,05-22-2023
10216,18716,Error despacho,09-09-2024
10217,75524,,12-11-2023
10218,35577,Defecto,2023/07/21 01:26:41
10219,336279,N/A,27/08/2023
10220,226872,Error despacho,2024/05/31 14:43:05
10221,231766,Defecto,N/A
10222,320080,N/A,N/A
10223,109197,Cambio de talla,2023-09-07
10224,268726,Defecto,N/A
10225,269041,Cambio de talla,2023-06-29
10226,21619,Cambio de talla,09-15-2024
10227,301930,Cliente no satisfecho,2023-09-02
10228,119543,Cliente no satisfecho,2024-08-16
10229,39284,N/A,01-31-2023
10230,113762,Cambio de talla,18/12/2023
10231,284347,Cliente no satisfecho,06/08/2024
10232,113384,Cliente no satisfecho,2024/08/10 14:37:23
10233,194832,N/A,2024-03-20
10234,160124,Error despacho,N/A
10235,303798,Cambio de talla,01-28-2023
10236,247271,N/A,N/A
10237,27724,,2024/08/04 05:30:56
10238,155504,Cambio de talla,2023-06-18
10239,28408,Error despacho,2023/10/05 23:18:12
10240,14253,,06/08/2024
10241,335683,Defecto,2023/02/27 02:06:02
10242,315293,Error despacho,01/06/2023
10243,240575,Cliente no satisfecho,08-06-2023
10244,3419,Cambio de talla,2024-02-19
10245,87684,N/A,15/04/2023
10246,273919,Defecto,12-16-2023
10247,215599,Error despacho,15/02/2023
10248,325058,Cambio de talla,2023-04-01
10249,335525,Cliente no satisfecho,2023-02-12
10250,180683,Error despacho,N/A
10251,116196,N/A,2024-02-26
10252,1784,Cliente no satisfecho,2023-11-16
10253,217158,Cambio de talla,2023/08/11 02:35:07
10254,123751,Cambio de talla,19/03/2023
10255,127064,Defecto,05-09-2024
10256,95745,Cambio de talla,02-26-2024
10257,267321,N/A,2023-04-05
10258,174881,Cambio de talla,07-27-2023
10259,233801,Error despacho,07-17-2024
10260,103515,Cliente no satisfecho,19/06/2024
10261,124952,Error despacho,2023-04-08
10262,47919,Defecto,N/A
10263,68623,Cliente no satisfecho,2024/01/30 20:33:34
10264,115515,Error despacho,2023/04/13 14:34:15
10265,62895,Cliente no satisfecho,2023/04/13 13:47:30
10266,338004,N/A,N/A
10267,62276,Cambio de talla,15/03/2023
10268,124839,Cambio de talla,2023/12/02 22:34:33
10269,85937,Cambio de talla,08/01/2024
10270,149166,Error despacho,2024/04/12 18:09:46
10271,176147,N/A,2024/04/12 23:28:23
10272,319453,Cambio de talla,09-08-2024
10273,25691,N/A,06-04-2023
10274,56319,N/A,25/01/2024
10275,115550,N/A,29/09/2024
10276,264731,Error despacho,05-05-2023
10277,125127,Cambio de talla,2023/02/14 14:17:03
10278,206915,Error despacho,2024-06-15
10279,113182,Error despacho,16/02/2023
10280,24948,Cliente no satisfecho,N/A
10281,200288,Cambio de talla,08-02-2023
10282,301275,Cliente no satisfecho,18/03/2023
10283,312113,N/A,N/A
10284,121730,N/A,N/A
10285,244631,N/A,19/06/2024
10286,308224,Error despacho,07-28-2023
10287,173884,Error despacho,N/A
10288,133153,Defecto,2024/02/22 03:03:20
10289,169420,N/A,10-18-2023
10290,156950,Cliente no satisfecho,23/09/2023
10291,93876,N/A,01-22-2023
10292,130079,Defecto,2023/03/30 09:46:22
10293,250103,Defecto,2024/03/04 16:01:56
10294,264363,Error despacho,2024/02/08 14:26:43
10295,298408,Cambio de talla,07-23-2023
10296,214581,Error despacho,2023/01/31 23:10:26
10297,218155,N/A,2023-06-30
10298,57570,Error despacho,2023-04-10
10299,118530,Cliente no satisfecho,N/A
10300,274281,Defecto,05-07-2023
10301,284910,Defecto,28/04/2024
10302,59864,Cambio de talla,03-07-2024
10303,289110,Error despacho,2023/07/09 02:01:40
10304,235098,Cambio de talla,2024/02/23 05:57:53
10305,128908,Error despacho,N/A
10306,49776,N/A,N/A
10307,106967,Defecto,2023-02-27
10308,276628,Cliente no satisfecho,06/07/2023
10309,86660,Cambio de talla,2023/08/13 16:57:35
10310,220110,N/A,N/A
10311,227069,Cambio de talla,2023/02/04 14:06:24
10312,156153,Cliente no satisfecho,2023/05/23 18:55:08
10313,27447,Error despacho,2023-09-29
10314,212741,N/A,2024/02/16 06:08:19
10315,147125,Error despacho,N/A
10316,94079,Error despacho,N/A
10317,261174,N/A,2023/09/21 20:24:19
10318,289115,N/A,28/01/2024
10319,236364,Defecto,05/03/2024
10320,182033,Cliente no satisfecho,2024-05-06
10321,171863,Cambio de talla,22/06/2024
10322,298142,N/A,2023/11/10 19:54:25
10323,157572,N/A,2024-07-15
10324,159514,Defecto,N/A
10325,60263,Error despacho,12/04/2023
10326,19305,Cambio de talla,N/A
10327,307993,Error despacho,2023-12-06
10328,88396,Defecto,N/A
10329,81921,Cambio de talla,04/11/2023
10330,146324,Error despacho,12/05/2023
10331,258522,Cliente no satisfecho,2023-07-17
10332,339786,Cliente no satisfecho,08-27-2023
10333,339042,Error despacho,17/02/2024
10334,33489,Cambio de talla,2023/02/26 22:06:21
10335,62962,N/A,2023-01-18
10336,118144,Cambio de talla,2023-12-24
10337,5845,Defecto,2023/03/03 15:15:22
10338,99262,N/A,01-09-2023
10339,221369,N/A,2024-03-20
10340,123218,N/A,26/09/2024
10341,120176,Error despacho,02-08-2024
10342,17046,Cambio de talla,08-13-2023
10343,69155,Cambio de talla,2023/02/03 23:04:10
10344,251977,Cliente no satisfecho,N/A
10345,322862,N/A,2024-05-08
10346,316327,Defecto,2024/02/03 02:18:23
10347,30753,Error despacho,2023-01-05
10348,292455,Cliente no satisfecho,N/A
10349,226609,N/A,N/A
10350,299438,Error despacho,06/08/2024
10351,182173,Error despacho,09-20-2024
10352,210445,Error despacho,2024-02-07
10353,17144,N/A,N/A
10354,83372,Defecto,02-09-2023
10355,156430,N/A,06-20-2024
10356,246934,Error despacho,2024-07-22
10357,323207,Cambio de talla,11-21-2023
10358,20550,N/A,2024-01-31
10359,325003,Cambio de talla,15/01/2023
10360,146893,Cliente no satisfecho,2024-01-29
10361,44777,N/A,N/A
10362,19165,Cambio de talla,03-05-2023
10363,303623,Cliente no satisfecho,N/A
10364,68264,N/A,2024-05-18
10365,86388,Defecto,2024-09-18
10366,113664,Cambio de talla,08-02-2024
10367,276168,N/A,13/09/2024
10368,61999,Cliente no satisfecho,N/A
10369,160610,N/A,06-26-2024
10370,112255,Defecto,2023/08/21 10:19:40
10371,196907,Defecto,2023-09-08
10372,145084,Cliente no satisfecho,2024/07/13 03:04:07
10373,193845,N/A,26/06/2024
10374,140685,N/A,11/05/2023
10375,173726,Error despacho,N/A
10376,166136,Defecto,10/05/2024
10377,223403,Error despacho,2023/07/02 19:45:23
10378,9031,Defecto,2023-12-03
10379,326915,Cliente no satisfecho,N/A
10380,190601,N/A,2024/04/21 05:39:52
10381,117819,Error despacho,07/06/2024
10382,159560,Cliente no satisfecho,04-01-2023
10383,79857,Cliente no satisfecho,2023-10-11
10384,257473,Defecto,N/A
10385,125545,Cliente no satisfecho,02-24-2024
10386,133236,Defecto,N/A
10387,325318,N/A,07-21-2023
10388,188027,Defecto,N/A
10389,313228,Error despacho,N/A
10390,318611,Cliente no satisfecho,07/10/2023
10391,322246,Cambio de talla,2023-12-13
10392,222348,Error despacho,15/05/2023
10393,337824,Cliente no satisfecho,2023/01/16 06:45:57
10394,118559,Cambio de talla,N/A
10395,44117,Cambio de talla,2024/02/14 08:52:41
10396,258822,Cambio de talla,12/06/2024
10397,89831,,01/01/2023
10398,31665,Error despacho,N/A
10399,317090,Cambio de talla,2023/03/25 06:07:13
10400,132574,Defecto,08-02-2024
10401,243649,N/A,22/09/2024
10402,205606,N/A,06-02-2024
10403,261645,Error despacho,N/A
10404,48410,Error despacho,07-16-2024
10405,328296,Error despacho,2023/07/16 12:28:17
10406,195284,N/A,16/02/2024
10407,87422,Defecto,N/A
10408,85281,Cliente no satisfecho,2024-07-11
10409,217738,Error despacho,2023/12/22 06:35:13
10410,256835,Cliente no satisfecho,06-20-2024
10411,217187,N/A,2024/09/05 01:18:23
10412,323947,Defecto,N/A
10413,77413,Error despacho,2024-07-04
10414,229588,Cambio de talla,09-27-2024
10415,126889,N/A,02-14-2024
10416,83332,Cliente no satisfecho,2023/06/04 11:50:56
10417,12649,Defecto,2023/07/10 06:46:42
10418,140499,Error despacho,N/A
10419,238855,Cliente no satisfecho,10-07-2023
10420,88173,Defecto,01-31-2023
10421,80734,Defecto,2023/08/07 21:12:06
10422,172615,Defecto,13/04/2023
10423,313375,Cambio de talla,2024/02/01 07:08:05
10424,213802,Error despacho,N/A
10425,292418,Defecto,01-25-2024
10426,255795,N/A,2023/10/29 04:31:12
10427,37718,Error despacho,03-27-2024
10428,51238,Error despacho,N/A
10429,278666,Error despacho,N/A
10430,60027,,2024-07-15
10431,64562,Defecto,2024/03/16 00:06:01
10432,194858,Cambio de talla,2023-06-11
10433,124954,N/A,2024-04-21
10434,121283,Cliente no satisfecho,2024/04/03 03:44:03
10435,266427,N/A,02-08-2023
10436,140717,Cambio de talla,05-11-2023
10437,293459,Cambio de talla,2023-02-17
10438,116362,Error despacho,09-25-2024
10439,100900,Cliente no satisfecho,01-19-2024
10440,73093,N/A,2023/12/01 20:20:27
10441,304283,Error despacho,2024-06-09
10442,298769,Cliente no satisfecho,03-29-2024
10443,328155,Error despacho,2023/05/19 16:52:04
10444,24547,Error despacho,2023-06-05
10445,18990,Cliente no satisfecho,N/A
10446,107881,Defecto,26/04/2023
10447,338727,Error despacho,2023-06-03
10448,154183,Error despacho,N/A
10449,323630,Cliente no satisfecho,10/10/2023
10450,89504,Error despacho,10/06/2024
10451,133779,N/A,N/A
10452,24622,Cambio de talla,N/A
10453,311187,Error despacho,10-09-2023
10454,37353,,2023/10/10 07:48:26
10455,244161,Error despacho,04-17-2024
10456,255648,Defecto,N/A
10457,102737,Error despacho,2023-08-30
10458,26381,N/A,12/04/2023
10459,306336,Defecto,2024-02-07
10460,107619,Defecto,2024/01/02 07:43:33
10461,27658,Cambio de talla,30/04/2024
10462,144732,Defecto,23/03/2023
10463,119458,N/A,N/A
10464,19607,N/A,2024-01-22
10465,208351,Defecto,2023-03-14
10466,66508,N/A,07-21-2024
10467,260976,N/A,N/A
10468,319614,Cambio de talla,N/A
10469,108696,Defecto,2023-05-31
10470,193643,Cambio de talla,2023/08/12 00:32:26
10471,231402,Cliente no satisfecho,N/A
10472,307851,Error despacho,2023/12/27 01:21:00
10473,291766,Defecto,2024/04/11 04:09:22
10474,130169,Error despacho,2023-04-29
10475,19525,Cliente no satisfecho,2024-08-29
10476,31459,Cliente no satisfecho,2024-05-19
10477,274079,Defecto,2024/09/07 19:37:25
10478,293975,Cliente no satisfecho,2023-10-24
10479,255551,N/A,2024-02-07
10480,71423,Defecto,2024-05-26
10481,204012,Error despacho,03-01-2024
10482,336483,,2023-11-21
10483,277454,,01-07-2024
10484,305295,Cambio de talla,03-03-2023
10485,224642,Defecto,N/A
10486,235040,N/A,11-01-2023
10487,45376,Cliente no satisfecho,27/06/2023
10488,32996,Cambio de talla,25/04/2024
10489,338784,Cambio de talla,2024/06/06 04:31:27
10490,199441,Defecto,23/01/2024
10491,134736,Error despacho,N/A
10492,271034,Cambio de talla,2023/11/22 22:11:56
10493,284155,N/A,2023/11/15 15:27:26
10494,178508,Cliente no satisfecho,24/02/2024
10495,107884,,N/A
10496,315371,Cambio de talla,2024/07/02 10:29:13
10497,242649,Cambio de talla,2024/07/29 22:54:59
10498,146454,Error despacho,2023/04/01 02:51:28
10499,183464,Defecto,2023/03/30 19:08:33
10500,11759,Error despacho,15/07/2024
10501,78983,N/A,09-24-2023
10502,148053,Error despacho,2023/01/12 18:57:05
10503,204067,N/A,2024/06/08 01:41:33
10504,250031,Defecto,11/11/2023
10505,107780,N/A,07-10-2023
10506,319914,Cambio de talla,2023/11/06 06:48:12
10507,156531,Defecto,2023/02/12 03:28:38
10508,107295,Cambio de talla,21/09/2024
10509,140782,Error despacho,2023-07-22
10510,180186,Error despacho,11-07-2023
10511,104701,Error despacho,03-02-2023
10512,46374,N/A,2023/04/16 14:57:36
10513,232632,Cambio de talla,2023/11/18 08:48:45
10514,80556,Cambio de talla,01-08-2024
10515,144239,N/A,2023/06/26 05:08:49
10516,290995,N/A,02-06-2023
10517,197515,Error despacho,04-26-2024
10518,165169,Cliente no satisfecho,06-08-2024
10519,144796,Error despacho,N/A
10520,321512,N/A,2023-04-10
10521,91270,N/A,01-21-2023
10522,198923,N/A,04-06-2024
10523,20025,Cambio de talla,2024/07/19 02:13:55
10524,223089,Defecto,2023-02-26
10525,12593,Error despacho,2024-07-08
10526,12499,N/A,N/A
10527,120010,Defecto,2023-10-02
10528,6896,N/A,04-06-2024
10529,110507,Error despacho,N/A
10530,259324,Defecto,2023/01/05 09:15:06
10531,304119,Error despacho,23/03/2023
10532,128886,N/A,2024-08-07
10533,150218,Defecto,N/A
10534,220047,Error despacho,2023-09-14
10535,325582,N/A,N/A
10536,280135,Defecto,13/08/2024
10537,280327,Defecto,2023/02/10 05:16:38
10538,268356,Error despacho,N/A
10539,79226,Error despacho,2023-11-26
10540,272521,Cambio de talla,2024/09/18 08:02:16
10541,139578,Defecto,11/11/2023
10542,254603,Defecto,08-26-2024
10543,198905,Defecto,12/02/2024
10544,240192,N/A,2024-01-11
10545,124794,Cambio de talla,2023-04-03
10546,330550,N/A,2023/02/09 01:22:08
10547,129236,Cliente no satisfecho,2024/07/26 06:44:13
10548,171764,Cliente no satisfecho,2024-01-19
10549,31019,Defecto,N/A
10550,97111,Defecto,2024/04/21 10:53:16
10551,257942,Error despacho,2024/01/12 07:24:14
10552,244883,Error despacho,17/08/2024
10553,44671,Cambio de talla,2023/06/01 22:54:36
10554,186875,Cliente no satisfecho,2023-11-22
10555,35406,Cliente no satisfecho,2024-04-29
10556,158594,Error despacho,07-17-2024
10557,86008,N/A,2023-07-24
10558,144308,Defecto,2024-01-03
10559,274093,Cliente no satisfecho,01/06/2023
10560,130370,Cambio de talla,2023/06/12 15:37:36
10561,115967,N/A,N/A
10562,29378,Cliente no satisfecho,2023/11/09 12:44:23
10563,262492,Defecto,08-28-2024
10564,335670,Error despacho,2023/08/16 17:14:43
10565,304913,Defecto,06-03-2023
10566,30878,Defecto,N/A
10567,63569,Cliente no satisfecho,2023/12/30 16:14:38
10568,260802,Cambio de talla,19/09/2023
10569,125946,Cliente no satisfecho,02-15-2024
10570,116555,Defecto,2024/06/30 08:54:11
10571,158892,Error despacho,05-06-2024
10572,101598,Defecto,2024/04/05 00:27:46
10573,104236,Cambio de talla,09-06-2024
10574,187850,Error despacho,26/08/2024
10575,319788,N/A,04/07/2023
10576,296458,Defecto,23/08/2024
10577,301535,Defecto,2023-08-27
10578,74468,Defecto,N/A
10579,26701,Error despacho,N/A
10580,291160,N/A,2023/02/28 20:42:19
10581,338950,Error despacho,15/06/2024
10582,165195,Cambio de talla,2024-08-03
10583,243117,N/A,14/06/2024
10584,330857,Cliente no satisfecho,2024-09-06
10585,84046,Cliente no satisfecho,09/09/2023
10586,168305,Cambio de talla,N/A
10587,303770,Defecto,01-19-2023
10588,204413,N/A,2024-08-21
10589,227851,Cliente no satisfecho,2023-11-02
10590,263688,Defecto,12/11/2023
10591,77333,Cliente no satisfecho,2024-06-06
10592,152289,Cliente no satisfecho,15/09/2024
10593,85745,N/A,2024-07-19
10594,220674,Cliente no satisfecho,04-21-2023
10595,83893,Cliente no satisfecho,2023/03/15 04:02:17
10596,10662,N/A,2024-06-07
10597,299666,Defecto,N/A
10598,240440,Cambio de talla,2024-03-15
10599,154280,Error despacho,2023-03-09
10600,233230,Cliente no satisfecho,N/A
10601,44364,Cliente no satisfecho,17/02/2024
10602,36769,Error despacho,N/A
10603,252294,Cambio de talla,01-05-2024
10604,109757,N/A,N/A
10605,233303,Defecto,09/12/2023
10606,181721,Cliente no satisfecho,2023-10-29
10607,103330,Cambio de talla,2024-01-07
10608,112065,Cambio de talla,N/A
10609,253060,Defecto,2023/07/03 18:28:10
10610,148959,N/A,N/A
10611,59155,Cliente no satisfecho,2023-11-25
10612,261998,Cambio de talla,07/02/2023
10613,87633,Error despacho,2024-02-24
10614,95865,Cambio de talla,01/01/2024
10615,220503,N/A,19/08/2024
10616,9130,Error despacho,N/A
10617,13011,Cliente no satisfecho,07-04-2024
10618,324600,,N/A
10619,122300,Defecto,2024/01/06 21:28:07
10620,287051,Defecto,2024/06/23 00:53:45
10621,232097,Cliente no satisfecho,03-16-2023
10622,327549,N/A,2023-11-05
10623,161792,Error despacho,2023/05/16 20:54:51
10624,267686,Cliente no satisfecho,23/05/2023
10625,132019,Defecto,2023/11/03 18:49:12
10626,186017,Defecto,02-27-2024
10627,155084,Defecto,N/A
10628,295336,Defecto,N/A
10629,258731,N/A,2024/01/31 18:21:10
10630,328134,Defecto,2023/11/05 12:51:55
10631,44016,N/A,2023/09/26 10:12:37
10632,178392,Cambio de talla,2023/04/26 02:53:50
10633,330110,N/A,2024-07-15
10634,137209,Cambio de talla,N/A
10635,4701,N/A,N/A
10636,76547,N/A,04/02/2023
10637,256203,Cambio de talla,14/02/2024
10638,61636,Error despacho,21/09/2024
10639,298547,Defecto,2023/11/16 09:11:11
10640,69861,N/A,06-13-2024
10641,75067,Defecto,03-02-2023
10642,57474,N/A,28/05/2024
10643,263042,Cambio de talla,19/05/2023
10644,58692,N/A,2023-10-13
10645,137820,Cambio de talla,07-04-2023
10646,243853,Defecto,N/A
10647,47579,Error despacho,N/A
10648,265570,N/A,2024-08-17
10649,335841,Cliente no satisfecho,2023-07-04
10650,286617,Cambio de talla,05/03/2023
10651,25662,Defecto,03/02/2024
10652,182024,Error despacho,2023/10/26 21:20:13
10653,121211,Cambio de talla,05-23-2023
10654,135172,Cambio de talla,22/03/2024
10655,23058,N/A,N/A
10656,198685,Cliente no satisfecho,N/A
10657,123724,Defecto,13/02/2023
10658,59300,Error despacho,2024-03-20
10659,168012,N/A,2024-09-01
10660,262147,Error despacho,N/A
10661,293361,Defecto,01-22-2023
10662,31872,N/A,2023-07-14
10663,330749,N/A,01-11-2023
10664,335563,Cliente no satisfecho,2023/05/19 22:19:42
10665,273702,Error despacho,2024/07/20 09:27:46
10666,245018,Cambio de talla,13/04/2023
10667,270482,Defecto,2024/02/22 03:47:12
10668,204867,N/A,N/A
10669,44495,Defecto,2023-02-13
10670,285644,Error despacho,2023/04/13 15:16:53
10671,32438,Cliente no satisfecho,06-18-2024
10672,221213,Defecto,01-21-2023
10673,337328,Cliente no satisfecho,02-03-2024
10674,86598,Cliente no satisfecho,07-26-2023
10675,201733,Error despacho,2024/03/01 20:25:57
10676,223174,Error despacho,08/08/2024
10677,321399,Error despacho,06-16-2023
10678,252717,Error despacho,04/09/2023
10679,270954,Cliente no satisfecho,2024-08-25
10680,206595,Cambio de talla,N/A
10681,103987,Cliente no satisfecho,02/09/2024
10682,195225,Cambio de talla,2024-03-02
10683,223721,Error despacho,2024/07/14 02:04:24
10684,97393,N/A,N/A
10685,300908,Cambio de talla,N/A
10686,120159,Cliente no satisfecho,N/A
10687,264851,Cliente no satisfecho,2024/07/14 09:05:30
10688,46695,Cambio de talla,2023-11-02
10689,2379,Cambio de talla,2023/05/23 20:38:33
10690,68320,Defecto,05-11-2024
10691,282210,Error despacho,23/10/2023
10692,73169,Error despacho,01/09/2024
10693,14877,Defecto,2023-03-23
10694,113173,N/A,03-01-2023
10695,33145,Cliente no satisfecho,2023/10/09 11:51:03
10696,202007,Error despacho,11/04/2023
10697,273251,Cambio de talla,2023-07-08
10698,150300,Defecto,16/09/2024
10699,230123,Cliente no satisfecho,2023-02-01
10700,182501,N/A,01-27-2023
10701,37204,Error despacho,2023-12-02
10702,251004,Defecto,2023/05/20 15:34:42
10703,251245,Error despacho,2024-04-07
10704,118798,Error despacho,2024-05-10
10705,248561,Defecto,07-03-2024
10706,70831,Cambio de talla,06-23-2024
10707,327123,Error despacho,14/07/2024
10708,299071,Cliente no satisfecho,N/A
10709,265069,Cambio de talla,2023-05-06
10710,256451,Cliente no satisfecho,N/A
10711,232259,Cliente no satisfecho,N/A
10712,21535,Cliente no satisfecho,2023-03-30
10713,279519,N/A,03-09-2023
10714,299184,Defecto,N/A
10715,172242,Defecto,2023/07/18 13:33:56
10716,52829,Cliente no satisfecho,2024-01-01
10717,150026,N/A,2023-11-08
10718,185811,Cliente no satisfecho,2024-01-30
10719,130908,Cambio de talla,2024/02/29 21:16:57
10720,227429,Cambio de talla,2024/01/06 15:08:31
10721,119602,Error despacho,08/07/2023
10722,309065,Cliente no satisfecho,2023-05-26
10723,237594,N/A,28/08/2024
10724,28477,Cambio de talla,N/A
10725,238176,N/A,01/02/2023
10726,270439,N/A,2024-05-20
10727,143386,Defecto,2024/03/21 15:43:33
10728,86734,Defecto,N/A
10729,329920,Cliente no satisfecho,04-25-2024
10730,212411,Cliente no satisfecho,2023/04/26 13:44:16
10731,327439,Defecto,N/A
10732,336678,Cambio de talla,12-06-2023
10733,229065,Defecto,2024/05/19 04:58:59
10734,153167,N/A,N/A
10735,55567,Cliente no satisfecho,2023-11-29
10736,222644,Error despacho,01-28-2024
10737,154621,Cambio de talla,2023/10/25 12:44:24
10738,282979,Error despacho,2023-02-19
